SMILES,Caco-2,CYP3A4,hERG,HOB,MN
Oc1ccc(cc1)N2C(=S)Nc3cc(O)cc(O)c3C2=O,1,0,0,0,1
Oc1ccc(cc1)C2=COc3cc(O)cc(O)c3C2=S,1,0,0,0,1
Oc1ccc(nc1)N2C=Nc3cc(O)cc(O)c3C2=S,1,0,0,0,1
CCc1cc(O)cc2N=CN(C(=S)c12)c3ccc(O)cc3,1,0,1,0,1
Cc1cc(O)cc2N=CN(C(=S)c12)c3ccc(O)cc3,1,0,0,0,1
Cc1cc(ccc1O)N2C=Nc3cc(O)cc(O)c3C2=S,1,0,0,0,1
Oc1cc(O)c2C(=S)N(C=Nc2c1)c3ccc(O)c(F)c3,1,0,0,0,1
Oc1ccc2C3=C(COc2c1)c4ccc(O)cc4O[C@H]3c5ccc(OCCN6CCCCC6)cc5,0,1,1,0,1
Oc1ccc2C3=C(COc2c1)c4ccc(O)cc4O[C@@H]3c5ccc(OCCN6CCCCC6)cc5,0,1,1,0,1
C[C@]12CC[C@H]3[C@@H](CCc4cc(O)ccc34)[C@@H]1CC[C@@]2(O)C#C,1,1,1,0,0
CC(C)CC12CCC(=O)C(=C1c3ccc(O)cc3C2)C,1,1,0,0,0
CCCC[C@]12CCC(=O)C(=C1c3ccc(O)cc3C2)Br,1,1,0,0,0
CCCC[C@@]12CCC(=O)C(=C1c3ccc(O)cc3C2)C,1,1,0,0,0
CCCC[C@@]12CCC(=O)C(=C1c3ccc(O)cc3C2)Br,1,1,0,0,0
Oc1ccc2C3=C(C#N)C(=O)CCC3(Cc2c1)c4ccccc4,0,1,0,0,0
Oc1ccc2C3=C(C(=O)CCC3(Cc2c1)c4ccccc4)c5occc5,0,1,0,1,0
Oc1ccc2C3=C(Br)C(=O)CCC3(Cc2c1)c4ccccc4,0,1,0,0,0
CCCCC12CCC(=O)C(=C1c3ccc(O)cc3C2)I,1,1,0,0,0
CCCCC12CCC(=O)C(=C1c3ccc(O)cc3C2)Cl,1,1,0,0,0
CCCCC12CCC(=O)C(=C1c3ccc(O)cc3C2)C(F)(F)F,1,1,0,0,0
CCCCC12CCC(=O)C(=C1c3ccc(O)cc3C2)C#N,1,1,0,0,0
CCCCC12CCC(=O)C(=C1c3ccc(O)cc3C2)c4ccccc4,1,1,0,0,0
CCCCC12CCC(=O)C(=C1c3ccc(O)cc3C2)c4cccs4,1,1,0,0,0
CCCCC12CCC(=O)C(=C1c3ccc(O)cc3C2)c4occc4,1,1,1,0,0
CCCCC1=C2c3ccc(O)cc3CC2(CCCC)CCC1=O,1,1,1,0,0
CCCCC12CCC(=O)C(=C1c3ccc(O)cc3C2)CCC,1,1,0,0,0
CCCCC12CCC(=O)C(=C1c3ccc(O)cc3C2)CC,1,1,0,0,0
CCCCC12CCC(=O)C(=C1c3ccc(O)cc3C2)Br,1,1,0,0,0
CCCC12CCC(=O)C(=C1c3ccc(O)cc3C2)Br,1,1,0,0,0
CCC12CCC(=O)C(=C1c3ccc(O)cc3C2)Br,1,1,0,0,0
CC12CCC(=O)C(=C1c3ccc(O)cc3C2)Br,1,1,0,0,0
CC1=C2c3ccc(O)cc3CC2(CCC1=O)c4ccccc4,0,1,0,0,0
CCCCC12CCC(=O)C(=C1c3ccc(O)cc3C2)C,1,1,0,0,0
CC(C)C12CCC(=O)C(=C1c3ccc(O)cc3C2)C,1,1,0,0,0
CCCC12CCC(=O)C(=C1c3ccc(O)cc3C2)C,1,1,0,0,0
CCC12CCC(=O)C(=C1c3ccc(O)cc3C2)C,1,1,0,0,0
CC1=C2c3ccc(O)cc3CC2(C)CCC1=O,1,1,0,0,0
CCCCCC12CCC(=O)C=C1c3ccc(O)cc3C2,1,1,0,0,0
CCCCC12CCC(=O)C=C1c3ccc(O)cc3C2,1,1,0,0,0
CCCC12CCC(=O)C=C1c3ccc(O)cc3C2,1,1,0,1,0
CC12CCC(=O)C=C1c3ccc(O)cc3C2,1,1,0,1,0
CCCCC12CCC(=O)C(=C1c3ccc4[nH]ncc4c3C2)Br,1,1,1,1,1
CC1=C2c3ccc4[nH]ncc4c3CC2(C)CCC1=O,1,1,0,1,1
CC[C@@]12CCC(=O)C(=C1c3ccc4[nH]ncc4c3C2)C,1,1,0,0,1
CCCCC12CCC(=O)C(=C1c3ccc4[nH]ncc4c3C2)C,1,1,1,1,1
CCC1=C2c3ccc4[nH]ncc4c3CC2(CC)CCC1=O,1,1,0,0,1
CCCC[C@@]12CCC(=O)C(=C1c3ccc4[nH]ncc4c3C2)CC,1,1,1,1,1
CC[C@@]12CCC(=O)C(=C1c3ccc4[nH]ncc4c3C2)Cl,1,1,0,0,1
CC12CCC(=O)C(=C1c3ccc4[nH]ncc4c3C2)Br,1,1,0,0,1
CC[C@@]12CCC(=O)C(=C1c3ccc4[nH]ncc4c3C2)Br,1,1,0,0,1
CCCC12CCC(=O)C(=C1c3ccc4[nH]ncc4c3C2)Br,1,1,0,1,1
BrC1=C2c3ccc4[nH]ncc4c3C[C@]2(CC5CC5)CCC1=O,1,1,1,0,1
CCCCC12CCC(=O)C(=C1c3ccc4[nH]ncc4c3C2)C5CC5,1,1,0,0,1
CCCC[C@@]12CCC(=O)C(=C1c3ccc4[nH]ncc4c3C2)C(=O)OC,1,1,0,1,1
CC[C@@]12CCC(=O)C(=C1c3ccc4[nH]ncc4c3C2)C5CC5,1,1,0,0,1
CCCC12CCC(=O)C(=C1c3ccc4[nH]ncc4c3C2)C,1,1,0,1,1
C[C@@]12CCC(=O)C(=C1c3ccc4[nH]ncc4c3C2)C(F)(F)F,1,1,0,1,1
BrC1=C2c3ccc4[nH]ncc4c3C[C@]2(CCC5CC5)CCC1=O,1,1,1,0,1
CC[C@@]12CCC(=O)C(=C1c3ccc4[nH]ncc4c3C2)C(F)(F)F,1,1,0,0,1
CCCC[C@@]12CCC(=O)C(=C1c3ccc4[nH]ncc4c3C2)C(F)(F)F,1,1,1,1,1
CC[C@@]12CCC(=O)C(=C1c3ccc4[nH]ncc4c3C2)c5ccccc5,1,1,0,0,1
CCC12CCC(=O)C(=C1c3ccc4[nH]ncc4c3C2=O)C,1,1,0,1,1
CC[C@@]12CCC(=O)C(=C1c3ccc4[nH]ncc4c3C2=O)Cl,1,1,0,1,1
CCC12CCC(=O)C(=C1c3ccc4[nH]ncc4c3C2=O)Br,0,1,0,1,1
CC[C@@]12CCC(=O)C(=C1c3ccc4[nH]ncc4c3C2=O)C(F)(F)F,0,1,0,1,1
CCCC[C@@]12CCC(=O)C(=C1c3ccc4[nH]ncc4c3C2=O)C(F)(F)F,1,1,1,1,1
CCC12CCC(=O)C(=C1c3ccc4[nH]nc(Cl)c4c3C2)C,1,1,0,0,1
CCC12CCC(=O)C(=C1c3ccc4[nH]nc(Br)c4c3C2)C,1,1,0,0,1
CC[C@@]12CCC(=O)C(=C1c3ccc4[nH]nc(F)c4c3C2)Cl,1,1,0,0,1
CCC12CCC(=O)C(=C1c3ccc4[nH]nc(F)c4c3C2)Br,0,1,0,0,1
CC[C@@]12CCC(=O)C(=C1c3ccc4[nH]nc(F)c4c3C2)C(F)(F)F,1,1,0,0,1
CCCC[C@@]12CCC(=O)C(=C1c3ccc4[nH]nc(F)c4c3C2)CC,1,1,0,0,1
CCCC[C@@]12CCC(=O)C(=C1c3ccc4[nH]nc(F)c4c3C2)C(F)(F)F,1,1,0,0,1
CCC[C@@]12CCC(=O)C(=C1c3ccc(O)cc3C2)C,1,1,0,0,0
CC1=C2c3ccc(O)cc3C[C@@]24CC[C@H](C4)C1=O,1,1,0,0,0
CCC[C@@H]1C[C@@H]2C[C@]13Cc4cc(O)ccc4C3=C(C)C2=O,1,1,1,0,0
CC1=C2c3ccc(O)cc3C[C@@]24CCC[C@H](C4)C1=O,1,1,0,0,0
CC[C@@H]1CC[C@@H]2C[C@]13Cc4cc(O)ccc4C3=C(C)C2=O,1,1,0,0,0
CC[C@H]1CC[C@@H]2C[C@]13Cc4cc(O)ccc4C3=C(C)C2=O,1,1,0,0,0
CCC[C@@H]1CC[C@@H]2C[C@]13Cc4cc(O)ccc4C3=C(C)C2=O,1,1,1,0,0
CCC[C@H]1CC[C@@H]2C[C@]13Cc4cc(O)ccc4C3=C(C)C2=O,1,1,1,0,0
CC[C@@]12CCC(=O)C(=C1c3ccc(O)cc3C2)C,1,1,0,0,0
CC1=C2c3ccc(O)cc3CC2(Cc4ccccc4)CCC1=O,1,1,0,0,0
CC1=C2c3ccc(O)cc3CC2(Cc4ccc(Cl)cc4)CCC1=O,1,1,0,0,0
CC1=C2c3ccc4[nH]ncc4c3CC2(Cc5ccccc5F)CCC1=O,1,1,0,1,1
O=C1CCC2(Cc3ccccc3)Cc4c(ccc5[nH]ncc45)C2=C1c6ccc(OCCN7CCCCC7)cc6,0,1,1,1,1
Oc1ccc2C3=C(C(=O)CCC3(Cc4ccccc4)Cc2c1)c5ccc(OCCN6CCCCC6)cc5,0,1,1,0,1
Oc1ccc(cc1)C2=C3c4ccc(O)cc4CC3(Cc5ccccc5)CCC2=O,0,1,0,0,0
CCCCC1=C2c3ccc(O)cc3CC2(Cc4ccccc4)CCC1=O,1,1,1,0,0
Oc1ccc2C3=C(C(=O)CCC3(Cc4ccccc4)Cc2c1)c5ccc(OCCN6CCOCC6)cc5,0,1,1,0,1
CN(C)CCOc1ccc(cc1)C2=C3c4ccc(O)cc4CC3(Cc5ccccc5)CCC2=O,0,1,1,1,0
Oc1ccc2C3=C(C(=O)CCC3(Cc4ccc(Cl)cc4)Cc2c1)c5ccc(OCCN6CCCCC6)cc5,0,1,1,0,1
O=C1CCC2(Cc3ccccc3)Cc4c(ccc5[nH]ncc45)C2=C1,1,1,0,1,1
CC1=C2c3ccc4[nH]ncc4c3CC2(Cc5ccccc5)CCC1=O,1,1,0,1,1
CC1=C2c3ccc4[nH]ncc4c3CC2(Cc5cccc(F)c5)CCC1=O,1,1,0,1,1
CC1=C2c3ccc4[nH]ncc4c3CC2(Cc5ccc(F)cc5)CCC1=O,1,1,0,1,1
CC1=C2c3ccc4[nH]nnc4c3CC2(Cc5ccccc5)CCC1=O,1,1,0,1,1
CC1=C2c3ccc4[nH]ncc4c3CC2(Cc5ccc6ccccc6c5)CCC1=O,0,1,1,1,1
CC1=C2c3ccc4[nH]nnc4c3CC2(Cc5ccc(F)cc5)CCC1=O,1,1,0,1,1
CCCCC12CCC(=O)C(=C1c3ccc4[nH]nnc4c3C2)Br,1,1,0,1,1
CCCC[C@@]12CCC(=O)C(=C1c3ccc4[nH]nnc4c3C2)c5cccs5,1,1,1,0,1
CCCCC12CCC(=O)C(=C1c3ccc4[nH]nnc4c3C2)c5occc5,1,1,1,0,1
CCCC[C@@]12CCC(=O)C(=C1c3ccc4[nH]nnc4c3C2)C(F)(F)F,1,1,0,1,1
CCCC[C@@]12CCC(=O)C(=C1c3ccc4[nH]nnc4c3C2)Br,1,1,0,1,1
CCCCC12CCC(=O)C(=C1c3ccc4[nH]nnc4c3C2)CCC,1,1,0,1,1
CCCC[C@@]12CCC(=O)C(=C1c3ccc4[nH]nnc4c3C2)CC,1,1,0,1,1
CCCC[C@]12CCC(=O)C(=C1c3ccc4[nH]nnc4c3C2)CC,1,1,0,1,1
CCCCC12CCC(=O)C(=C1c3ccc4[nH]nnc4c3C2)C,1,1,0,1,1
CCCC12CCC(=O)C(=C1c3ccc4[nH]nnc4c3C2)Br,1,1,0,1,1
CCCC1=C2c3ccc4[nH]nnc4c3CC2(CCC)CCC1=O,1,1,0,1,1
CCCC12CCC(=O)C(=C1c3ccc4[nH]nnc4c3C2)CC,1,1,0,1,1
CCCC12CCC(=O)C(=C1c3ccc4[nH]nnc4c3C2)C,1,1,0,1,1
CC[C@@]12CCC(=O)C(=C1c3ccc4[nH]nnc4c3C2)C(F)(F)F,0,1,0,1,1
CCC12CCC(=O)C(=C1c3ccc4[nH]nnc4c3C2)Br,1,1,0,0,1
CCC12CCC(=O)C(=C1c3ccc4[nH]nnc4c3C2)c5ccc(O)cc5,0,1,0,0,1
CCCCC1=C2c3ccc4[nH]nnc4c3CC2(CC)CCC1=O,1,1,0,0,1
CCCC1=C2c3ccc4[nH]nnc4c3CC2(CC)CCC1=O,1,1,0,1,1
CCC1=C2c3ccc4[nH]nnc4c3C[C@]2(CC)CCC1=O,1,1,0,1,1
CCC1=C2c3ccc4[nH]nnc4c3CC2(CC)CCC1=O,1,1,0,1,1
CCC12CCC(=O)C(=C1c3ccc4[nH]nnc4c3C2)C,1,1,0,1,1
Oc1ccc(cc1)[C@@H]2CC(=O)c3c(O)cc(O)c(Cc4ccccc4)c3O2,0,1,0,0,1
CC(C)(C)Cc1c(O)cc(O)c2C(=O)C[C@H](Oc12)c3ccc(O)cc3,1,1,0,0,0
CC(C)Cc1c(O)cc(O)c2C(=O)C[C@H](Oc12)c3ccc(O)cc3,1,0,0,0,1
CC(C)CCc1c(O)cc(O)c2C(=O)C[C@H](Oc12)c3ccc(O)cc3,1,1,0,0,0
CCCCCCCCCCCc1c(O)cc(O)c2C(=O)C[C@H](Oc12)c3ccc(O)cc3,0,1,1,0,0
CCCCCCCCCc1c(O)cc(O)c2C(=O)C[C@H](Oc12)c3ccc(O)cc3,0,1,1,0,0
CCCCCCCc1c(O)cc(O)c2C(=O)C[C@H](Oc12)c3ccc(O)cc3,0,1,0,0,0
CCCCCc1c(O)cc(O)c2C(=O)C[C@H](Oc12)c3ccc(O)cc3,1,1,1,0,0
CCCc1c(O)cc(O)c2C(=O)C[C@H](Oc12)c3ccc(O)cc3,1,1,0,0,0
Cc1c(O)cc(O)c2C(=O)C[C@H](Oc12)c3ccc(O)cc3,1,0,0,0,1
Oc1ccc(cc1)[C@@H]2CC(=O)c3c(O)cc(O)cc3O2,1,0,0,0,1
CC(=CCc1c(O)cc(O)c2C(=O)CC(Oc12)c3ccc(O)cc3)C,1,1,0,0,1
CN(C)CCOc1ccc(cc1)c2c(nn3c(cc(nc23)C(F)(F)F)C(F)(F)F)c4ccc(O)cc4,0,1,1,0,1
Oc1ccc(cc1)c2nn3c(cc(nc3c2c4ccc(OCCN5CCCCC5)cc4)C(F)(F)F)C(F)(F)F,0,1,1,0,1
Oc1ccc(cc1)c2nn3c(cc(nc3c2c4ccc(O)cc4)C(F)(F)F)C(F)(F)F,0,1,0,0,1
Oc1ccc(c(O)c1)c2n[nH]c3cc(O)ccc23,0,0,0,0,1
CC(C)n1nc(c2ccc(O)cc2C)c3cccc(c13)C(F)(F)F,1,1,1,0,1
Cc1cc(O)ccc1c2nn(CC=C)c3c(cccc23)C(F)(F)F,1,1,1,0,1
Oc1ccc(c(O)c1)c2nn(CC=C)c3c(cccc23)C(F)(F)F,1,1,0,0,1
Oc1ccc(cc1)c2nn(C3CCCC3)c4c(F)cccc24,1,1,0,0,1
Oc1ccc(cc1)c2nn(C3CCCC3)c4c(Cl)cccc24,1,1,0,0,1
Oc1ccc(cc1)c2nn(C3CCCCC3)c4c(Cl)cccc24,1,1,1,0,1
CCCn1nc(c2ccc(O)cc2)c3cccc(Cl)c13,1,1,0,0,1
CC(C)n1nc(c2ccc(O)cc2)c3cccc(c13)C(F)(F)F,1,1,0,0,1
CCCn1nc(c2ccc(O)cc2)c3cccc(C)c13,1,1,1,0,1
CCCCn1nc(c2ccc(O)cc2)c3cccc(Cl)c13,1,1,0,0,1
OCCn1nc(c2ccc(O)cc2)c3cccc(Cl)c13,1,1,0,0,1
OCCn1nc(c2ccc(O)cc2)c3cccc(c13)C(F)(F)F,1,1,0,0,1
Oc1ccc(cc1)c2nn(Cc3ccccc3)c4c(cccc24)C(F)(F)F,1,1,1,0,1
Oc1ccc(cc1)c2nn(Cc3ccccc3)c4c(Cl)cccc24,1,1,0,0,1
Oc1ccc(c(O)c1)c2nn(c3cc(F)ccc3F)c4cc(O)ccc24,1,1,0,0,1
Oc1ccc(c(O)c1)c2nn(c3cc(Cl)ccc3Cl)c4cc(O)ccc24,1,1,0,0,1
Oc1ccc(c(O)c1)c2nn(c3cccc(Cl)c3)c4cc(O)ccc24,1,1,0,0,1
Oc1ccc(c(O)c1)c2nn(c3cccc(F)c3)c4cc(O)ccc24,1,1,0,0,1
Cc1ccc(cc1)n2nc(c3ccc(O)cc3O)c4ccc(O)cc24,1,1,0,0,1
Oc1ccc(c(O)c1)c2nn(C3CCCCC3)c4cc(O)ccc24,0,1,0,0,1
CCCCn1nc(c2ccc(O)cc2O)c3ccc(O)cc13,1,1,0,0,1
CCCn1nc(c2ccc(O)cc2O)c3ccc(O)cc13,1,0,0,0,1
Oc1ccc(c(O)c1)c2nn(CC(F)(F)F)c3cc(O)ccc23,1,1,0,0,1
CCn1nc(c2ccc(O)cc2O)c3ccc(O)cc13,1,0,0,0,1
Cn1nc(c2ccc(O)cc2O)c3ccc(O)cc13,1,0,0,0,1
Oc1ccc2c(Oc3ccc(OCCN4CCCCC4)cc3)c(sc2c1)c5ccc(NCCCl)cc5,0,1,1,0,1
Oc1ccc2c(Oc3ccc(OCCN4CCCCC4)cc3)c(sc2c1)c5ccc(NC(=O)CCl)cc5,0,1,1,0,1
Nc1ccc(cc1)c2sc3cc(O)ccc3c2Oc4ccc(OCCN5CCCCC5)cc4,0,1,1,0,1
CS(=O)(=O)c1ccc(cc1)c2sc3cc(O)ccc3c2Oc4ccc(OCCN5CCCCC5)cc4,0,1,1,0,1
Oc1ccc2c(Oc3ccc(OCCN4CCCCC4)cc3)c(sc2c1)c5ccccc5,0,1,1,0,0
Oc1ccc2c(Oc3ccc(OCCN4CCCCC4)cc3)c(sc2c1)c5ccc(Br)cc5,0,1,1,0,1
Oc1ccc2c(Oc3ccc(OCCN4CCCCC4)cc3)c(sc2c1)c5ccc(F)cc5,0,1,1,0,1
Oc1ccc(cc1)c2sc3cc(O)ccc3c2Oc4ccc(OCCN5CCCCC5)cc4,0,1,1,0,1
COc1ccc(cc1)c2sc3cc(O)ccc3c2Oc4ccc(OCCN5CCCCC5)cc4,0,1,1,0,0
CC(C)CCC[C@@H](C)CCC[C@@H](C)CCC[C@@H]1Cc2cc(O)ccc2[C@H]3CC[C@]4(C)[C@@H](O)CC[C@H]4[C@H]13,0,1,1,0,0
Oc1ccc(cc1)N2C(=O)c3cc(O)cc(Br)c3C2=O,1,0,0,1,1
Oc1ccc(N2C(=O)c3ccc(O)cc3C2=O)c(F)c1,1,0,0,1,1
Cc1cc(O)ccc1N2C(=O)c3ccc(O)cc3C2=O,1,0,0,1,1
Oc1ccc2C(=O)N(C(=O)c2c1)c3ccc(O)cc3[N+](=O)[O-],1,0,0,1,1
Oc1ccc2C(=O)N(C(=O)c2c1)c3ccc(O)c4ccccc34,1,1,0,1,1
Oc1ccc2C(=O)N(C(=O)c2c1)c3cccc4c(O)cccc34,1,1,0,1,1
COc1ccc(N2C(=O)c3ccc(O)cc3C2=O)c(OC)c1,1,1,0,1,1
COc1ccc(cc1)N2C(=O)c3ccc(O)cc3C2=O,1,1,0,0,1
Oc1ccc2C(=O)N(C(=O)c2c1)c3ccccc3,0,0,0,1,1
Oc1cccc(c1)N2C(=O)c3ccc(O)cc3C2=O,1,0,0,1,1
Oc1ccc(cc1)N2C(=O)c3ccc(O)cc3C2=O,1,0,0,1,1
O\N=C\c1ccc(c2ccc(O)cc2)c3ccccc13,1,0,0,0,1
O\N=C\c1c(Cl)cc(cc1Cl)c2ccc(O)c(F)c2,1,0,0,1,1
Cc1c(\C=N\O)c2ccccc2n1c3ccc(O)c(F)c3,1,1,0,1,1
Cc1c(\C=N\O)c2ccccc2n1c3ccc(O)cc3,1,1,0,1,1
O\N=C\c1cn(c2ccc(O)cc2)c3ccccc13,1,0,0,1,1
O\N=C\c1ccc(c2ccc(O)cc2)c3occc13,1,0,0,0,1
O\N=C\c1ccc(c2ccc(O)cc2)c3ccoc13,0,0,0,0,1
O\N=C\c1ccc(c2ccc(O)cc2)c3sccc13,1,0,0,0,1
O\N=C\c1ccc(c2ccc(O)cc2)c3ccsc13,1,0,0,0,1
O\N=C\c1ccc(c2ccc(O)c(F)c2)c3ccccc13,1,0,0,1,1
CS(=O)(=O)N1CC(Cc2ccc(O)cc12)c3ccc(O)cc3,1,1,1,0,1
Oc1ccc(cc1)C2CN(CC3CC3)c4cc(O)ccc4C2,1,0,1,0,1
CCCN1CC(Cc2ccc(O)cc12)c3ccc(O)cc3,1,0,1,0,1
CCN1CC(Cc2ccc(O)cc12)c3ccc(O)cc3,1,0,1,0,1
CN1CC(Cc2ccc(O)cc12)c3ccc(O)cc3,1,0,1,0,1
COc1ccccc1[C@H](c2cccc3ccccc23)[C@@](C)(C#N)C(=O)N4CCC(CC4)c5cccc(c5)C(F)(F)F,0,1,1,0,1
COc1cc(ccc1O)C2Nc3ccccc3C(=O)N2Cc4ccccc4,1,1,1,1,1
COC(=O)C1=C(N)Oc2cc(O)ccc2C1c3ccc(OCc4ccc(C)cc4)cc3,0,1,1,0,1
COC(=O)C1=C(N)Oc2cc(O)ccc2C1c3ccc(OCc4ccccc4F)cc3,0,1,1,0,1
OC(=O)CCc1cc(Br)c(OCc2cccc(Br)c2)c(Br)c1,0,0,0,1,0
CC(CCc1ccccc1)NC(=O)Cc2c([nH]c3ccccc23)c4ccccc4,0,1,1,0,1
C[C@H](CCc1ccc(O)cc1)NC(=O)Cc2c([nH]c3ccccc23)c4ccccc4,0,1,1,0,1
C[C@@H](CCc1ccc(O)cc1)NC(=O)Cc2c([nH]c3ccccc23)c4ccccc4,0,1,1,0,1
CC(CCc1ccc(O)cc1)NC(=O)Cc2c([nH]c3ccccc23)c4ccccc4,0,1,1,0,1
C[C@H](CCc1ccc(O)cc1)NC(=O)Cc2c([nH]c3ccc(OCCCCN4CCCCC4)cc23)c5ccccc5,0,1,1,0,1
C[C@H](CCc1ccc(O)cc1)NC(=O)Cc2c([nH]c3ccc(OCCCN4CCCCC4)cc23)c5ccccc5,0,1,1,0,1
C[C@H](CCc1ccc(O)cc1)NC(=O)Cc2c([nH]c3ccc(OCCN4CCCCC4)cc23)c5ccccc5,0,1,1,0,1
C[C@H](CCc1ccc(O)cc1)NC(=O)Cc2c([nH]c3cccc(OCCN4CCCCC4)c23)c5ccccc5,0,1,1,0,1
C[C@H](NC(=O)Cc1c([nH]c2ccccc12)c3ccccc3)c4c(C)c5cc(O)ccc5n4Cc6ccc(OCCN7CCCCC7)cc6,0,1,1,0,1
C[C@H](NC(=O)Cc1c([nH]c2ccccc12)c3ccccc3)c4c(C)c5cc(O)ccc5n4Cc6ccc(OCCN7CC[C@H](C)C7)cc6,0,1,1,0,1
C[C@H](CCc1ccc(O)cc1)NC(=O)Cc2c(c3ccccc3)n(Cc4ccc(OCCCCN5CCCCC5)cc4)c6ccccc26,0,1,1,0,1
C[C@H](CCc1ccc(O)cc1)NC(=O)Cc2c(c3ccccc3)n(Cc4ccc(OCCCN5CCCCC5)cc4)c6ccccc26,0,1,1,0,1
C[C@H](CCc1ccc(O)cc1)NC(=O)Cc2c(c3ccccc3)n(C(=O)c4ccc(OCCN5CCCCC5)cc4)c6ccccc26,0,1,1,0,1
C[C@H](CCc1ccc(O)cc1)NC(=O)Cc2c(c3ccccc3)n(Cc4ccc(OCCN5CCCCC5)cc4)c6ccccc26,0,1,1,0,1
C[C@H](CCc1ccc(O)cc1)NC(=O)Cc2c([nH]c3c(OCCCCCN4CCCCC4)cccc23)c5ccccc5,0,1,1,0,1
C[C@H](CCc1ccc(O)cc1)NC(=O)Cc2c([nH]c3c(OCCCCN4CCCCC4)cccc23)c5ccccc5,0,1,1,0,1
C[C@H](CCc1ccc(O)cc1)NC(=O)Cc2c([nH]c3c(OCCCN4CCCCC4)cccc23)c5ccccc5,0,1,1,0,1
C[C@H](CCc1ccc(O)cc1)NC(=O)Cc2c([nH]c3c(OCCN4CCCCC4)cccc23)c5ccccc5,0,1,1,0,1
C[C@H](CCc1ccc(O)cc1)NC(=O)Cc2c([nH]c3cc(OCCCN4CCCC4)ccc23)c5ccccc5,0,1,1,0,1
C[C@H](CCc1ccc(O)cc1)NC(=O)Cc2c([nH]c3cc(OCCN4CCCC4)ccc23)c5ccccc5,0,1,1,0,1
C[C@H](CCc1ccc(O)cc1)NC(=O)Cc2c([nH]c3cc(OCCCCN4CCCCC4)ccc23)c5ccccc5,0,1,1,0,1
C[C@H](CCc1ccc(O)cc1)NC(=O)Cc2c([nH]c3cc(OCCCN4CCCCC4)ccc23)c5ccccc5,0,1,1,0,1
C[C@H](CCc1ccc(O)cc1)NC(=O)Cc2c([nH]c3cc(OCCN4CCCCC4)ccc23)c5ccccc5,0,1,1,0,1
C[C@H](CCc1ccc(O)cc1)NC(=O)Cc2c([nH]c3ccc(OCCCCCN4CCCCC4)cc23)c5ccccc5,0,1,1,0,1
C[C@]12CC[C@H]3[C@@H](CC=C4C[C@@H](O)CC[C@]34C=C)[C@@H]1CC[C@@H]2O,1,1,0,0,0
C[C@]12CC[C@H]3[C@@H](CC=C4[C@H]5CC[C@@]34CC[C@H]5O)[C@@H]1CC[C@@H]2O,1,1,0,0,0
C[C@]12CC[C@H]3[C@@H](CC=C4[C@H]5CC[C@@]34CC[C@@H]5O)[C@@H]1CC[C@@H]2O,1,1,0,0,0
C[C@]12CC[C@H]3[C@@H](CC[C@H]4[C@H]5CCC[C@@]34CC[C@@H]5O)[C@@H]1CC[C@@H]2O,0,1,0,0,0
C[C@]12CC[C@H]3[C@@H](CC=C4[C@H]5CC=C[C@@]34CC[C@@H]5O)[C@@H]1CC[C@@H]2O,1,1,0,0,0
C\C=C/[C@]12CC[C@H](O)CC1=CC[C@H]3[C@@H]4CC[C@H](O)[C@@]4(C)CC[C@H]23,1,1,1,0,0
CC[C@]12CC[C@H](O)CC1=CC[C@H]3[C@@H]4CC[C@H](O)[C@@]4(C)CC[C@H]23,1,1,0,0,0
CC1=CC2=CC[C@H]3[C@@H]4CC[C@H](O)[C@@]4(C)CC[C@@H]3[C@@]2(C)CC1,1,1,0,0,0
C[C@]12CC[C@H]3[C@@H](CCC4=CC(=C)CC[C@]34C)[C@@H]1CC[C@@H]2O,1,1,0,0,0
C[C@]12CC[C@H]3[C@@H](CC=C4C[C@@H](O)CC[C@]34C=C)[C@@H]1CC[C@@]2(O)C#C,1,1,0,1,0
C[C@]1(O)CC[C@H]2[C@@H]3CC=C4C[C@@H](O)CC[C@]4(C=C)[C@H]3CC[C@]12C,1,1,0,1,0
CC1=CC2=CC[C@H]3[C@@H]4CC[C@@](O)(C#C)[C@@]4(C)CC[C@@H]3[C@]2(CC1)C=C,1,1,1,1,0
CC1=CC2=CC[C@H]3[C@@H]4CC[C@](C)(O)[C@@]4(C)CC[C@@H]3[C@]2(CC1)C=C,1,1,1,1,0
C[C@]12CC[C@H]3[C@@H](CC=C4C=C(Cl)CC[C@]34C=C)[C@@H]1CC[C@@H]2O,1,1,1,0,0
CCC1=CC2=CC[C@H]3[C@@H]4CC[C@H](O)[C@@]4(C)CC[C@@H]3[C@]2(CC1)C=C,1,1,0,0,0
CC1=CC2=CC[C@H]3[C@@H]4CC[C@H](O)[C@@]4(C)CC[C@@H]3[C@]2(CC1)C=C,1,1,1,0,0
C[C@]1(O)CC[C@]2(C=C)[C@H]3CC[C@]4(C)[C@@H](O)CC[C@H]4[C@@H]3CC=C2C1,1,1,0,0,0
COC[C@@]1(CC[C@H]2[C@@H]3CCC4=CC(=O)CCC4=C3[C@H](C[C@]12C)c5ccc(\C=N\O)cc5)OC,0,1,1,1,0
Cc1c(O)c(C)c2OC=C(C(=O)c2c1O)c3ccc(O)cc3,1,0,0,0,1
Cc1c(nn(c2ccc(O)cc2)c1c3ccc(CCCN4CCCCC4)cc3)c5ccc(O)cc5,0,1,1,0,1
